tick,z,x,y,speed,yvel,xvel,side_push,fuel,oxy,on_ground,jumping,on_ice,on_sticky,over_hole,tile,end_state,expl,end_frames,ap_delta,ap_light,edge_dist,fly,sfx
246,2086140,43392,10240,10619,-115,0,0,24343,29016,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
247,2096834,43392,10240,10543,-115,0,0,24311,29012,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
248,2107452,42703,10240,10618,-115,-29,0,24279,29008,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
249,2118145,42009,10240,10693,-115,-29,0,24247,29004,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
250,2128913,41311,10240,10768,-115,-29,0,24215,29000,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
251,2139756,40609,10240,10843,-115,-29,0,24182,28996,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
252,2150674,39903,10240,10918,-115,-29,0,24149,28992,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
253,2161596,39197,10240,10922,-115,-29,0,24116,28988,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
254,2172518,38491,10240,10922,-115,-29,0,24083,28984,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
255,2183440,37785,10240,10922,-115,-29,0,24050,28980,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
256,2194362,37785,11277,10922,1037,0,0,24017,28976,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
257,2205284,37785,12199,10922,922,0,0,23984,28972,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
258,2216206,37785,13006,10922,807,0,0,23951,28968,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
259,2227128,37785,13698,10922,692,0,0,23918,28964,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
260,2238050,37785,14275,10922,577,0,0,23885,28960,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
261,2248972,37785,14737,10922,462,0,0,23852,28956,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
262,2259894,37785,15084,10922,347,0,0,23819,28952,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
263,2270816,37785,15316,10922,232,0,0,23786,28948,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
264,2281738,37785,15433,10922,117,0,0,23753,28944,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
265,2292660,37785,15435,10922,2,0,0,23720,28940,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
266,2303582,37785,15322,10922,-113,0,0,23687,28936,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
267,2314504,37785,15094,10922,-228,0,0,23654,28932,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
268,2325426,37785,14751,10922,-343,0,0,23621,28928,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
269,2336348,37785,14293,10922,-458,0,0,23588,28924,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
270,2347270,37785,13720,10922,-573,0,0,23555,28920,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
271,2358192,37785,13032,10922,-688,0,0,23522,28916,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
272,2369114,37785,12229,10922,-803,0,0,23489,28912,0,1,0,0,0,267,0,0,0,0,0,32767,0,0
273,2380036,37785,11311,10922,-918,0,0,23456,28908,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
274,2390958,37785,10278,10922,-1033,0,0,23423,28904,0,1,0,0,0,11,0,0,0,0,0,32767,0,0
275,2401880,37785,10240,10922,-1148,0,0,23390,28900,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
276,2412802,37079,10699,10922,459,-29,0,23357,28896,0,0,0,0,0,11,0,0,0,0,0,32767,0,2
277,2423724,37079,11043,10922,344,0,0,23324,28892,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
278,2434646,37079,11272,10922,229,0,0,23291,28888,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
279,2445568,37079,11386,10922,114,0,0,23258,28884,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
280,2456490,37079,11385,10922,-1,0,0,23225,28880,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
281,2467412,37079,11269,10922,-116,0,0,23192,28876,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
282,2478334,37079,11038,10922,-231,0,0,23159,28872,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
283,2489256,36373,10692,10922,-346,-29,0,23126,28868,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
284,2500178,35667,10240,10922,-461,-29,0,23093,28864,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
285,2511100,34961,10355,10922,115,-29,0,23060,28860,0,0,0,0,0,11,0,0,0,0,0,32767,0,2
286,2522022,34255,10355,10922,0,-29,0,23027,28856,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
287,2532944,33549,10240,10922,-115,-29,0,22994,28852,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
288,2543866,32843,10240,10922,-230,-29,0,22961,28848,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
289,2554788,32137,10240,10922,-115,-29,0,22928,28844,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
290,2565710,32000,10240,10771,-115,0,0,22896,28840,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
291,2576556,32000,10240,10695,-115,0,0,22864,28836,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
292,2587326,32000,10367,10619,1037,0,0,22832,28832,0,1,0,0,0,779,0,0,0,0,0,32767,0,0
293,2598020,32000,10240,10694,-633,0,0,22800,28828,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
294,2608789,32000,10367,10618,1037,0,0,22768,28824,0,1,0,0,0,779,0,0,0,0,0,32767,0,2
295,2619482,32000,10240,10693,-633,0,0,22736,28820,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
296,2630250,32000,10367,10617,1037,0,0,22704,28816,0,1,0,0,0,779,0,0,0,0,0,32767,0,0
297,2640942,32000,10240,10692,-633,0,0,22672,28812,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
298,2651709,32698,10441,10767,201,29,0,22640,28808,0,0,0,0,0,779,0,0,0,0,0,32767,0,0
299,2662551,33279,10527,10691,86,0,0,22608,28804,0,0,0,0,0,779,0,0,0,0,0,32767,0,0
300,2673317,33279,10498,10615,-29,0,0,22576,28800,0,0,0,0,0,779,0,0,0,0,0,32767,0,0
301,2684007,32586,10751,10690,1037,-29,0,22544,28796,0,1,0,0,0,779,0,0,0,0,0,32767,0,0
302,2694772,32000,10240,10614,-633,0,0,22512,28792,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
303,2705461,32000,10367,10538,1037,0,0,22480,28788,0,1,0,0,0,779,0,0,0,0,0,32767,0,2
304,2716074,32000,10240,10613,-633,0,0,22448,28784,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
305,2726762,32000,10367,10537,201,0,0,22416,28780,0,0,0,0,0,779,0,0,0,0,0,32767,0,0
306,2737374,32000,10252,10461,-115,0,0,22385,28776,0,0,0,0,0,779,0,0,0,0,0,32767,0,0
307,2747910,32000,10240,10536,-230,0,0,22353,28772,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
308,2758521,32000,10240,10611,-115,0,0,22321,28768,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
309,2769207,32000,10240,10686,-115,0,0,22289,28764,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
310,2779968,32000,10240,10610,-115,0,0,22257,28760,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
311,2790653,32000,10240,10534,-115,0,0,22225,28756,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
312,2801262,32000,10240,10458,-115,0,0,22194,28752,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
313,2811645,32000,10240,10232,-115,0,0,22163,28748,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
314,2821802,31337,10240,10157,-115,-29,0,22133,28744,1,0,0,0,0,779,0,0,0,0,0,32767,0,0
315,2831884,30678,10240,10082,-115,-29,0,22103,28740,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
316,2841966,30678,10240,10082,-115,0,0,22073,28736,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
317,2852048,30678,10240,10082,-115,0,0,22043,28732,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
318,2862130,30678,10240,10082,-115,0,0,22013,28728,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
319,2872212,30678,10240,10082,-115,0,0,21983,28724,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
320,2882294,30678,10240,10082,-115,0,0,21953,28720,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
321,2892376,30678,10240,10082,-115,0,0,21923,28716,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
322,2902458,30678,10240,10082,-115,0,0,21893,28712,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
323,2912540,30678,10240,10082,-115,0,0,21863,28708,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
324,2922622,30678,10240,10082,-115,0,0,21833,28704,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
325,2932704,30678,10240,10082,-115,0,0,21803,28700,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
326,2942786,30678,10240,10082,-115,0,0,21773,28696,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
327,2952868,30678,10240,10082,-115,0,0,21743,28692,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
328,2962950,30678,10240,10082,-115,0,0,21713,28688,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
329,2973032,30678,10240,10082,-115,0,0,21683,28684,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
330,2983114,30678,10240,10082,-115,0,0,21653,28680,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
331,2993271,30678,10240,10157,-115,0,0,21623,28676,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
332,3003503,30678,10240,10232,-115,0,0,21592,28672,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
333,3013810,30678,10240,10307,-115,0,0,21561,28668,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
334,3024042,30678,10240,10232,-115,0,0,21530,28664,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
335,3034199,30678,10240,10157,-115,0,0,21500,28660,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
336,3044281,30678,10240,10082,-115,0,0,21470,28656,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
337,3054438,30678,10240,10157,-115,0,0,21440,28652,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
338,3064670,30678,10240,10232,-115,0,0,21409,28648,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
339,3074977,30678,10240,10307,-115,0,0,21378,28644,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
340,3085209,30678,10240,10232,-115,0,0,21347,28640,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
341,3095366,30678,10240,10157,-115,0,0,21317,28636,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
342,3105448,30678,10240,10082,-115,0,0,21287,28632,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
343,3115605,30678,10240,10157,-115,0,0,21257,28628,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
344,3125837,30678,10240,10232,-115,0,0,21226,28624,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
345,3136144,30678,10240,10307,-115,0,0,21195,28620,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
346,3146376,30678,10240,10232,-115,0,0,21164,28616,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
347,3156533,30678,10240,10157,-115,0,0,21134,28612,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
348,3166615,30678,10240,10082,-115,0,0,21104,28608,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
349,3176772,30678,10240,10157,-115,0,0,21074,28604,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
350,3187004,30678,10240,10232,-115,0,0,21043,28600,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
351,3197311,30678,10240,10307,-115,0,0,21012,28596,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
352,3207543,30678,10240,10232,-115,0,0,20981,28592,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
353,3217700,30678,10240,10157,-115,0,0,20951,28588,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
354,3227782,30678,10240,10082,-115,0,0,20921,28584,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
355,3237939,30678,10240,10157,-115,0,0,20891,28580,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
356,3248171,30678,10240,10232,-115,0,0,20860,28576,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
357,3258478,30678,10240,10307,-115,0,0,20829,28572,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
358,3268710,30678,10240,10232,-115,0,0,20798,28568,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
359,3278867,30678,10240,10157,-115,0,0,20768,28564,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
360,3288949,30678,10240,10082,-115,0,0,20738,28560,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
361,3299106,30678,10240,10157,-115,0,0,20708,28556,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
362,3309338,30678,10240,10232,-115,0,0,20677,28552,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
363,3319645,30678,10240,10307,-115,0,0,20646,28548,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
364,3329877,30678,10240,10232,-115,0,0,20615,28544,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
365,3340034,30678,10240,10157,-115,0,0,20585,28540,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
366,3350116,30678,10240,10082,-115,0,0,20555,28536,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
367,3360273,30678,10240,10157,-115,0,0,20525,28532,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
368,3370505,30678,10240,10232,-115,0,0,20494,28528,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
369,3380812,30678,10240,10307,-115,0,0,20463,28524,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
370,3391044,30678,10240,10232,-115,0,0,20432,28520,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
371,3401201,30678,10240,10157,-115,0,0,20402,28516,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
372,3411283,30678,10240,10082,-115,0,0,20372,28512,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
373,3421440,30678,10240,10157,-115,0,0,20342,28508,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
374,3431672,30678,10240,10232,-115,0,0,20311,28504,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
375,3441979,30678,10240,10307,-115,0,0,20280,28500,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
376,3452361,30678,10240,10382,-115,0,0,20249,28496,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
377,3462818,30678,10240,10457,-115,0,0,20218,28492,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
378,3473350,30678,10240,10532,-115,0,0,20186,28488,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
379,3483957,30678,10240,10607,-115,0,0,20154,28484,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
380,3494639,30678,10240,10682,-115,0,0,20122,28480,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
381,3505396,30678,10240,10757,-115,0,0,20090,28476,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
382,3516228,30678,10240,10832,-115,0,0,20057,28472,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
383,3527135,30678,10240,10907,-115,0,0,20024,28468,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
384,3538057,30678,10240,10922,-115,0,0,19991,28464,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
385,3538943,32312,10240,10771,-115,0,0,19959,28460,1,0,0,0,0,3,0,0,0,0,0,32767,0,3
386,3549789,33014,10240,10846,-115,29,0,19926,28456,1,0,0,0,0,3,0,0,0,0,0,32767,0,0
387,3560710,33535,10240,10770,-115,0,0,19894,28452,1,0,0,0,0,259,0,0,0,0,0,32767,0,0
388,3571555,32833,10240,10845,-115,-29,0,19861,28448,1,0,0,0,0,259,0,0,0,0,0,32767,0,0
389,3582475,32127,10240,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,0,0
390,3582475,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,72,0
391,3593395,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,71,0
392,3604315,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,70,0
393,3615235,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,69,0
394,3626155,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,68,0
395,3637075,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,67,0
396,3647995,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,66,0
397,3658915,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,65,0
398,3669835,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,64,0
399,3680755,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,63,0
400,3691675,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,62,0
401,3702595,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,61,0
402,3713515,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,60,0
403,3724435,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,59,0
404,3735355,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,58,0
405,3746275,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,57,0
406,3757195,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,56,0
407,3768115,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,55,0
408,3779035,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,54,0
409,3789955,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,53,0
410,3800875,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,52,0
411,3811795,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,51,0
412,3822715,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,50,0
413,3833635,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,49,0
414,3844555,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,48,0
415,3855475,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,47,0
416,3866395,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,46,0
417,3877315,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,45,0
418,3888235,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,44,0
419,3899155,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,43,0
420,3910075,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,42,0
421,3920995,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,41,0
422,3931915,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,40,0
423,3942835,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,39,0
424,3953755,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,38,0
425,3964675,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,37,0
426,3975595,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,36,0
427,3986515,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,35,0
428,3997435,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,34,0
429,4008355,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,33,0
430,4019275,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,32,0
431,4030195,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,31,0
432,4041115,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,30,0
433,4052035,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,29,0
434,4062955,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,28,0
435,4073875,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,27,0
436,4084795,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,26,0
437,4095715,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,25,0
438,4106635,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,24,0
439,4117555,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,23,0
440,4128475,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,22,0
441,4139395,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,21,0
442,4150315,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,20,0
443,4161235,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,19,0
444,4172155,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,18,0
445,4183075,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,17,0
446,4193995,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,16,0
447,4204915,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,15,0
448,4215835,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,14,0
449,4226755,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,13,0
450,4237675,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,12,0
451,4248595,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,11,0
452,4259515,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,10,0
453,4270435,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,9,0
454,4281355,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,8,0
455,4292275,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,7,0
456,4303195,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,6,0
457,4314115,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,5,0
458,4325035,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,4,0
459,4335955,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,3,0
460,4346875,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,2,0
461,4357795,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,1,0
462,4368715,32127,0,10920,-115,-29,0,19828,28444,1,0,0,0,0,259,0,0,0,0,0,32767,0,0
